mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.015696922938028973,0.0009406059923605595,0.009311437606811523,0.0004833408525589811,100,0.1,rbf,-1,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf', 'max_iter': -1}",0.7682403433476395,0.6866952789699571,0.7296137339055794,0.7281831187410587,0.033305999218377146,1
