mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.020340840021769207,0.00125645837674987,0.0020002524058024087,5.947204250930057e-07,0.1,log_loss,3,log2,19,20,14,0.681,"{'learning_rate': 0.1, 'loss': 'log_loss', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 19, 'min_samples_split': 20, 'n_estimators': 14, 'subsample': 0.681}",0.7639484978540773,0.7081545064377682,0.6909871244635193,0.721030042918455,0.0311466967912407,1
