mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.0036698182423909507,0.00047378966249281496,0.0024330615997314453,0.0004200559181404398,0.2,{'var_smoothing': 0.2},0.6351931330472103,0.630901287553648,0.6180257510729614,0.6280400572246067,0.007294734640332984,7
0.0030001004536946616,2.247831920581015e-07,0.0029993057250976562,0.0008189725274177859,0.02,{'var_smoothing': 0.02},0.6437768240343348,0.6351931330472103,0.6738197424892703,0.6509298998569385,0.016560567815150532,6
0.003099362055460612,0.0001415352951324184,0.002234379450480143,0.00032981947236279636,0.002,{'var_smoothing': 0.002},0.6695278969957081,0.6437768240343348,0.6652360515021459,0.6595135908440629,0.011264675070117027,1
0.003666400909423828,0.0009395379553897996,0.0023320515950520835,0.00047131585648235724,0.0002,{'var_smoothing': 0.0002},0.6695278969957081,0.6437768240343348,0.6566523605150214,0.6566523605150214,0.010512831514090878,2
0.0030019283294677734,1.6858739404357613e-06,0.0019981861114501953,1.9756639631042564e-06,2e-05,{'var_smoothing': 2e-05},0.6695278969957081,0.6437768240343348,0.6523605150214592,0.6552217453505006,0.010705743595919708,3
0.0029974778493245444,9.989583563785977e-07,0.002001206080118815,4.13106009749318e-06,2e-06,{'var_smoothing': 2e-06},0.6695278969957081,0.6437768240343348,0.6523605150214592,0.6552217453505006,0.010705743595919708,3
0.0026655991872151694,0.0004710910741007624,0.0023539066314697266,0.0004570421768330397,2e-07,{'var_smoothing': 2e-07},0.6695278969957081,0.6437768240343348,0.6523605150214592,0.6552217453505006,0.010705743595919708,3
