mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.26868581771850586,0.002303578283817505,0.015114307403564453,0.00015739129861281077,True,gini,,sqrt,1,10,140,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 140}",0.7682403433476395,0.7167381974248928,0.7081545064377682,0.7310443490701002,0.026533958499272384,1
