mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
11.5442214012146,0.020395254370837727,0.0029992262522379556,8.104673248279548e-07,0.09721804511278195,-1,20,26,8,0.00725,"{'learning_rate': 0.09721804511278195, 'max_depth': -1, 'min_child_samples': 20, 'n_estimators': 26, 'num_leaves': 8, 'reg_alpha': 0.00725}",0.7296137339055794,0.7124463519313304,0.7339055793991416,0.7253218884120171,0.00927144592046904,1
