mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.85051433245341,0.0004333308816619954,0.0019998550415039062,0.0,relu,0.0001875,16,42,0.000999,adam,"{'activation': 'relu', 'alpha': 0.0001875, 'batch_size': 16, 'hidden_layer_sizes': 42, 'learning_rate_init': 0.000999, 'solver': 'adam'}",0.7811158798283262,0.6952789699570815,0.721030042918455,0.7324749642346209,0.035965107553580955,1
