,mean_conf,min_conf,std_conf,words_count,char_count,num_text_lines,num_text_blocks,low_conf_ratio,text_density,handwriting_ocr,detected_lang,detected_lang_conf,text_area,mean_orientation,relative_label_centroid_x,relative_label_centroid_y,resolution,laplacian,contrast,brightness,noise,noise_sigma,background_uniformity,overlapped_label_area,number_of_labels,label_coordinates,mean_label_width,mean_label_height,label_spread,areas,handwritten_flag
B100642518,74.70902435,0.0,27.414186244167457,80,288.0,31,3,0.1875,0.03712747844235734,0.0,zz,0.0,67598,0.16320612121007425,0.4789915966386555,0.8970588235294118,1.8207,599.1288219108737,33.189340380608066,218.2277975503927,2.542201351128687,5.847834640865048e-31,10.688243012703497,0.0,1,"[(15, 1339, 536, 1694)]",521.0,355.0,0.0,184955.0,0.0
B100643013,61.51686297916666,0.0,33.94881752684844,48,224.0,15,7,0.3541666666666667,0.032111626128924355,0.0,de,138.8566460685809,134400,0.22306332727529318,0.4464705882352941,0.875710804224208,4.1854,349.68074184172093,54.2638610523566,206.32020643188227,7.347177091795288,0.3458216754298222,9.32632619070032,0.0028454510299609254,1,"[(34, 1879, 655, 2437)]",621.0,558.0,0.0,346518.0,0.0
B100643018,55.32540566666667,0.0,36.04691751942813,51,233.0,13,9,0.45098039215686275,0.050131833488572045,0.0,de,45.99985578901257,209907,0.2099790771980709,0.44882352941176473,0.8800243605359318,4.1871,358.48498238103866,51.63353727434537,207.94867736619616,6.538365694633518,0.34582167542981757,10.214199418143785,0.0,1,"[(38, 1871, 663, 2428)]",625.0,557.0,0.0,348125.0,0.0
B100643066,53.35976491304347,0.0,36.89349599772974,46,192.0,24,14,0.5217391304347826,0.015255889520714865,0.0,af,33.999934406163284,63852,0.23195154605720905,0.72,0.8923639317627945,4.1854,391.4840359541914,58.176427677551494,177.2010500788455,14.995118029340087,0.5475403204877071,10.905995461223569,0.004621882221690971,1,"[(30, 1877, 653, 2441)]",623.0,564.0,0.0,351372.0,0.0
B100643848,49.78897529268293,0.0,31.543324139404245,41,212.0,14,9,0.5609756097560976,0.014233048215224352,1.0,de,51.05711841915218,59571,0.18625270231086688,0.4661764705882353,0.8320471161657189,4.1854,244.99650480591438,47.734821545835686,213.80034261958235,4.977548860323983,0.27798791596977807,8.157306194573575,0.0,1,"[(10, 2025, 588, 2451)]",578.0,426.0,0.0,246228.0,0.0
B100644068,74.64607069444443,0.0,28.975972247034925,72,378.0,13,8,0.16666666666666666,0.025447580741698388,0.0,en,101.9975024644953,106292,0.12377563736193453,0.4455882352941177,0.9175824175824175,4.1769,267.91307989163084,42.060016988966204,223.28023031434796,2.458899183605066,0.11749151785313644,9.91190883273477,0.005292103351665456,1,"[(14, 2024, 819, 2443)]",805.0,419.0,0.0,337295.0,0.0
B100644307,87.36143452238804,0.0,21.055659838462297,67,283.0,13,5,0.1044776119402985,0.02803421246992114,0.0,en,212.99912648325937,117668,0.2512134903509254,0.44058823529411767,0.9078574321587687,4.1973,657.4048144024247,59.34368208822499,195.21610249446073,8.312723893931814,0.39547943382297085,12.10945606750273,0.0,1,"[(14, 2039, 613, 2449)]",599.0,410.0,0.0,245590.0,0.0
B100644774,67.63323559154931,0.0,33.658379481227975,71,365.0,15,8,0.29577464788732394,0.023042481005399722,0.0,en,101.99956765518965,96442,0.14939687408446928,0.4585294117647059,0.9120633631194152,4.1854,279.1686244757748,41.3658301392529,221.57499020404262,2.834628948248674,0.13566751892004744,9.625660236948168,0.0,1,"[(13, 1953, 817, 2441)]",804.0,488.0,0.0,392352.0,0.0
B100644990,61.083132740740744,0.0,32.97664113423786,27,110.0,13,7,0.37037037037037035,0.03075463139801375,0.0,de,59.99666006972576,128825,0.1690391432504982,0.44588235294117645,0.9222808441558441,4.1888,287.67645153345944,50.29001427029673,206.29599145339955,5.29350673223835,0.3458216754298266,11.396058425646094,0.0,1,"[(11, 2053, 621, 2451)]",610.0,398.0,0.0,242780.0,0.0
B100647590,50.26156059459459,0.0,37.74122944980679,37,210.0,15,9,0.5135135135135135,0.04087685764801453,0.0,af,44.99986525669998,171086,0.25796469860223553,0.46294117647058824,0.8834281072298944,4.1854,346.9011265869933,66.46838772369637,191.19307688631912,8.501783342093946,0.3458216754298489,12.77259149876821,0.003241252302025783,1,"[(54, 1859, 679, 2402)]",625.0,543.0,0.0,339375.0,0.0
B100647624,63.835561222222225,0.0,35.07955156089516,27,125.0,12,9,0.4444444444444444,0.03624552014144407,0.0,af,34.99993247693279,151702,0.2112279443409066,0.4597058823529412,0.8781478472786353,4.1854,393.9850353266239,71.56771396186959,186.3883127060735,9.303078558799637,0.38882655569327723,10.07575315689054,0.006327730966670159,1,"[(51, 1869, 664, 2414)]",613.0,545.0,0.0,334085.0,0.0
B100647808,32.53490673076922,0.0,32.6386646815591,52,202.0,12,8,0.7307692307692307,0.05442369161776633,1.0,af,34.999921686357,228155,0.24941642551548904,0.47411764705882353,0.8811841038118411,4.1922,239.70118687810583,43.365096281616786,221.31747865082772,2.9696899002910166,0.21015415650977987,9.452630225688232,0.0,1,"[(61, 1858, 685, 2404)]",624.0,546.0,0.0,340704.0,0.0
B100647839,47.014226025,0.0,37.55200002274983,40,174.0,14,8,0.6,0.040529698475653464,1.0,af,52.28550445661293,169633,0.23771200060892286,0.22558823529411764,0.8761169780666125,4.1854,435.3635202327831,62.908278838341566,194.7351966359249,8.77660295312276,0.4136554348898512,12.048314829304964,0.11799317139449922,1,"[(59, 1876, 686, 2423)]",627.0,547.0,0.0,342969.0,0.0
B100648868,57.35555782857143,0.0,33.54378306714674,35,115.0,8,5,0.5428571428571428,0.05956699015236415,0.0,de,64.99976274051548,249818,0.25560674383989157,0.4708823529411765,0.8346169436562627,4.1939,370.60519721622825,44.88526351532236,217.8405705906197,4.416406924342497,0.33429855249265444,9.660173888484339,0.011701246019860714,1,"[(22, 1897, 653, 2442)]",631.0,545.0,0.0,343895.0,0.0
B100648869,59.890963026315774,0.0,32.41042734292182,38,131.0,10,6,0.42105263157894735,0.08070225657172844,0.0,af,68.99965859159721,338320,0.29931963241989445,0.46941176470588236,0.8501622060016221,4.1922,325.5631228975991,45.406134805783566,215.53690472782787,5.280333953532751,0.2779879159698091,9.57048735853733,0.018107425785670758,1,"[(27, 1893, 657, 2440)]",630.0,547.0,0.0,344610.0,0.0
B100649029,58.98427336,0.0,30.046005195023593,50,164.0,21,15,0.36,0.04235183443085607,0.0,en,60.35690714169349,76534,0.2849160526834223,0.49764816556914393,0.8894117647058823,1.8071,816.0832172512901,39.71171925476097,214.15144208953572,3.29234298046594,2.339133856346019e-30,9.720550784962363,0.0,1,"[(16, 1493, 387, 1676)]",371.0,183.0,0.0,67893.0,0.0
B100649043,62.522425437500004,0.0,39.8862330200045,16,86.0,7,7,0.375,0.08528305019091362,0.0,zz,0.0,154115,0.26639260988671337,0.5075258701787394,0.9029411764705882,1.8071,729.6584601160873,38.06959384756986,215.73645122018704,3.4687128548503128,1.1695669281730096e-30,9.919474459341016,0.0,1,"[(19, 1381, 454, 1670)]",435.0,289.0,0.0,125715.0,0.0
B100649285,60.831761972222225,0.0,27.394023287423785,36,134.0,25,12,0.3055555555555556,0.09373808741373645,0.0,en,23.571323618634075,171147,0.22791614736341353,0.5037243947858473,0.8252941176470588,1.8258,732.5921413973023,37.82961906291209,217.13499507065396,2.724475298499288,1.1695669281730096e-30,9.653399015822455,0.0,1,"[(13, 1397, 427, 1694)]",414.0,297.0,0.0,122958.0,0.0
B100649378,67.63438762499999,0.0,28.431021413293216,64,274.0,26,17,0.28125,0.03381941011698797,0.0,de,116.99934446875478,61575,0.14332059123581717,0.5093370681605975,0.8488235294117648,1.8207,1113.9449670214733,36.98652961372041,211.00296644147855,3.459187675070028,2.339133856346019e-30,10.484049456016715,0.0,1,"[(8, 1354, 414, 1695)]",406.0,341.0,0.0,138446.0,0.0
B100649411,0.0,0.0,0.0,0,0.0,0,0,0.0,0.03514320334875523,0.0,zz,0.0,63806,0.27490111846804355,0.5051498127340824,0.915,1.8156,1532.5491638961453,48.60871370521353,212.3699113240802,4.047664133068958,2.339133856346019e-30,11.631102316467413,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100649439,67.12596871428572,0.0,37.51510219633341,7,31.0,4,3,0.2857142857142857,0.024826957098628925,0.0,zz,0.0,44907,0.19692194529457074,0.5281954887218046,0.91,1.8088,1394.315452598203,36.8427345754177,218.7343271782397,2.216374944714728,5.847834640865048e-31,9.53376899609604,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100649626,39.8503048125,0.0,32.21221329029695,16,57.0,8,7,0.6875,0.026801057501652348,1.0,zz,0.0,48660,0.18936968115497604,0.5060861423220974,0.9088235294117647,1.8156,581.642508087163,35.302670822230475,219.42538775060586,3.085273738708967,1.1695669281730096e-30,10.281256730120877,0.0,1,"[(14, 1379, 460, 1685)]",446.0,306.0,0.0,136476.0,0.0
B100649638,47.55608741379311,0.0,32.69644433397118,29,121.0,10,6,0.5517241379310345,0.08452935642742515,1.0,zz,0.0,152753,0.3129708130029754,0.5094073377234243,0.8658823529411764,1.8071,769.8222746909248,38.91276920059623,217.06220740412817,5.453584749045432,2.339133856346019e-30,11.308463606714474,0.0,1,"[(27, 1387, 474, 1685)]",447.0,298.0,0.0,133206.0,0.0
B100649649,48.4757751025641,0.0,34.00505559962509,39,196.0,14,9,0.48717948717948717,0.03033313042997067,1.0,da,41.9998252731077,54815,0.15910819753490618,0.46989651928504234,0.8611764705882353,1.8071,684.0880415384332,37.76251177015269,217.76303635659343,2.1369066460074153,5.847834640865048e-31,9.318751895333813,0.0,1,"[(8, 1388, 410, 1693)]",402.0,305.0,0.0,122610.0,0.0
B100649788,51.73090291666667,0.0,34.72326692589514,12,43.0,6,5,0.5,0.030561969904240767,0.0,zz,0.0,55852,0.16568422123726073,0.5069767441860465,0.9038235294117647,1.8275,694.1600886838971,36.38368919158612,215.65165909712724,2.099888372093023,5.847834640865048e-31,8.880245566916384,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100649851,50.69428167567568,0.0,31.67436103190286,37,158.0,15,10,0.5135135135135135,0.03321686017718593,0.0,af,28.999908988099232,60365,0.2109555903688388,0.5210477081384471,0.8576470588235294,1.8173,877.1615956988559,44.652875008496295,214.78646563583337,4.316020469927915,2.339133856346019e-30,11.849139718296767,0.0,1,"[(24, 1379, 483, 1699)]",459.0,320.0,0.0,146880.0,0.0
B100649902,48.159976928571425,0.0,32.16943383403183,14,63.0,10,9,0.42857142857142855,0.11866384986830553,1.0,zz,0.0,216253,0.2625879469357872,0.4962686567164179,0.8441176470588235,1.8224,809.304056037384,43.39968602390374,209.26187335381914,3.1543618305531167,2.339133856346019e-30,10.496410696089873,0.0,1,"[(17, 1395, 458, 1690)]",441.0,295.0,0.0,130095.0,0.0
B100649949,59.10949113636363,0.263832,32.86386261535154,22,93.0,9,8,0.36363636363636365,0.017463406611479635,0.0,zz,0.0,31855,0.1388222703737365,0.5610438024231128,0.8847058823529412,1.8241,393.02464419709486,31.689073111717093,218.24329203442792,1.2397818102077738,5.847834640865048e-31,8.323498736505949,0.0,1,"[(2, 1275, 579, 1695)]",577.0,420.0,0.0,242340.0,0.0
B100649959,41.31483251428571,0.0,31.519770282095354,35,136.0,16,10,0.6285714285714286,0.029944630228605888,1.0,zz,0.0,54622,0.24906716854464533,0.5242311276794035,0.8197058823529412,1.8241,999.5389647467088,38.61484173569686,218.484499753303,2.1855408146483195,1.1695669281730096e-30,9.49971854910316,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100649963,55.94349427272727,0.0,31.139965324758133,22,62.0,9,7,0.5,0.07039526341757579,0.0,zz,0.0,128408,0.1606846746365694,0.5102516309412861,0.9158823529411765,1.8241,908.7570922085915,43.3778194039882,223.29062715859877,2.9252003727865796,2.339133856346019e-30,9.95971767173901,0.0,1,"[(25, 1396, 467, 1685)]",442.0,289.0,0.0,127738.0,0.0
B100650403,76.24244693975903,0.0,26.85935573585329,83,413.0,18,6,0.18072289156626506,0.029502610934929303,0.0,ro,130.85636700232828,123731,0.20988087947471049,0.4411764705882353,0.9100121605188488,4.1939,323.3846839659466,60.92214900228875,188.84107632513889,7.078661150718902,0.38882655569327323,11.879083933273366,0.0,1,"[(17, 2014, 805, 2455)]",788.0,441.0,0.0,347508.0,0.0
B100650679,72.81977531460674,0.0,31.091269554240274,89,471.0,23,12,0.24719101123595505,0.0405688508112765,0.0,es,297.45643284484436,169521,0.16838108030809262,0.4623529411764706,0.8810008136696501,4.1786,354.5845867823329,45.88503645036531,218.67322883262338,3.7270310630354664,0.27798791596980893,6.94719467464998,0.0017905184947738383,1,"[(26, 1873, 799, 2438)]",773.0,565.0,0.0,436745.0,0.0
B100652776,48.24180702631579,0.0,35.87361111937651,38,182.0,13,7,0.5526315789473685,0.04147966004583652,1.0,af,34.999921686357,173750,0.251313429137325,0.46176470588235297,0.8510551948051948,4.1888,335.1653675889695,60.96119672199553,195.9255001432391,8.26768525592055,0.3706505546263999,11.271622842824495,0.0,1,"[(13, 1898, 632, 2439)]",619.0,541.0,0.0,334879.0,0.0
B100652803,47.263243375,0.0,32.62430963958475,48,186.0,12,8,0.6041666666666666,0.029366883116883118,1.0,de,19.9999254372787,123012,0.2888592121829442,0.4538235294117647,0.8861607142857143,4.1888,378.1588565335547,63.943087663905004,185.91208317417878,10.77493076776165,0.4136554348898737,8.62576405579632,0.0,1,"[(33, 1906, 649, 2447)]",616.0,541.0,0.0,333256.0,0.0
B100653532,62.034186326530616,0.0,36.157552468836876,49,242.0,17,9,0.40816326530612246,0.04969360261331934,0.0,de,119.61865420454544,208410,0.23626177277216517,0.44735294117647056,0.8775841102553709,4.1939,258.28153117276725,40.34558223713326,223.3495734280741,2.3818059562698206,0.22833015757665662,7.511524287918451,0.0056367089227719,1,"[(32, 1874, 655, 2431)]",623.0,557.0,0.0,347011.0,0.0
B100653534,65.61608672413793,0.0,33.26585338926874,58,281.0,20,12,0.27586206896551724,0.07248745639604338,0.0,de,136.28525472974297,303389,0.2767116060743296,0.4602941176470588,0.870633631194151,4.1854,431.4523275466917,56.47362648295952,200.98302551727434,10.053272327615042,0.3706505546263994,9.220362166373105,0.0059880755445271576,1,"[(36, 1868, 660, 2426)]",624.0,558.0,0.0,348192.0,0.0
B100653589,54.434899441860466,0.0,33.205855641669615,43,263.0,16,8,0.46511627906976744,0.0,0.0,af,22.857100462029564,0,0.0,0.5,0.5,4.1871,400.82749273723283,49.559852344741216,207.8227947744262,6.293587208330348,0.37065055462639235,12.457122329331963,0.0,1,"[(33, 1877, 655, 2436)]",622.0,559.0,0.0,347698.0,0.0
B100653640,52.44654474418604,0.0,33.00832085277714,43,276.0,22,12,0.5116279069767442,0.03670244042354853,0.0,af,60.85691364252685,153552,0.1984135101130681,0.44,0.8776919951239334,4.1837,422.574267979959,49.002279015867366,210.04962473408705,5.846866171092573,0.345821675429834,11.671820370882871,0.008670553302019029,1,"[(38, 1871, 669, 2425)]",631.0,554.0,0.0,349574.0,0.0
B100655001,43.19231452941176,0.0,32.341920332687664,17,70.0,7,5,0.6470588235294118,0.02609670522449427,1.0,zz,0.0,47603,0.23034242272686098,0.49440820130475305,0.9205882352941176,1.8241,489.4832517393865,32.7345615104347,215.6901014198783,1.6363116057233704,5.847834640865048e-31,8.432778064543404,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100655025,49.92811834693878,0.0,34.114065168444,49,193.0,23,20,0.5102040816326531,0.0368362480127186,1.0,de,47.999821984271136,67193,0.16807364510799574,0.505591798695247,0.8967647058823529,1.8241,1035.278915314292,39.14361515471968,214.4133084808947,2.512866070939093,1.1695669281730096e-30,9.74087598893434,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100655057,60.88398108333333,0.0,33.949301588567394,12,62.0,3,1,0.3333333333333333,0.025814859525899913,0.0,nl,62.571189142327725,47045,0.22194637382357182,0.5158582089552238,0.8838235294117647,1.8224,805.0647609849569,43.872232268545815,212.85755706760315,3.227936237928007,2.339133856346019e-30,10.176870188540818,0.0,1,"[(16, 1275, 584, 1691)]",568.0,416.0,0.0,236288.0,0.0
B100655135,50.521912,0.0,36.23931855020457,25,125.0,10,10,0.56,0.08683975278666814,0.0,zz,0.0,157371,0.23427105439134474,0.5356472795497186,0.8597058823529412,1.8122,1477.276426388577,50.63541603704352,207.16845933119964,5.057979803553692,0.11083863972348319,11.609153904244689,0.3315941525637787,1,"[(6, 1269, 598, 1697)]",592.0,428.0,0.0,253376.0,0.0
B100655175,59.67155241176471,0.0,35.65881725756472,17,83.0,7,3,0.35294117647058826,0.027749958729984044,0.0,id,20.571411716888797,50430,0.24478154999922905,0.5187090739008419,0.9029411764705882,1.8173,447.3364208671651,32.117161150951105,217.8786755076212,1.70533208606174,5.847834640865048e-31,8.488439159068664,0.0,1,"[(9, 1500, 434, 1688)]",425.0,188.0,0.0,79900.0,0.0
B100655195,32.79508346428572,0.0,29.48517932561894,28,102.0,7,4,0.75,0.03411874451273047,1.0,zz,0.0,62178,0.24679834321379476,0.5130597014925373,0.9373529411764706,1.8224,1802.016553934838,38.633896895777625,216.39996652765583,3.2244232879719052,2.057523899181571e-17,11.058561460855419,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100655248,30.08557156521739,0.0,30.642545609821152,23,120.0,7,6,0.7391304347826086,0.035873573309920984,1.0,zz,0.0,65376,0.19848173967711405,0.6865671641791045,0.8626470588235294,1.8224,457.8296786968946,30.036624406068658,219.23964332748025,2.610194798068481,0.06783375946002135,8.528450007820814,0.0,1,"[(516, 1172, 916, 1460)]",400.0,288.0,0.0,115200.0,0.0
B100655256,49.231804740740735,0.0,33.697093464915675,27,81.0,11,5,0.4444444444444444,0.029754719051799824,1.0,nl,59.998960150911365,54225,0.20484755847878552,0.5125932835820896,0.9367647058823529,1.8224,970.1471236435143,36.578618934506835,216.84758999122036,1.6502760096575944,5.847834640865048e-31,8.292132914222933,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100655264,34.301819800000004,0.0,30.06427055808493,30,99.0,18,9,0.6666666666666666,0.03264760755048288,1.0,en,31.428512086283618,59497,0.15867667668927174,0.5102611940298507,0.9026470588235294,1.8224,1526.8125048087556,47.201009906536406,200.23421093064093,2.9053676470588234,2.339133856346019e-30,11.185181203738104,0.0,1,"[(5, 1355, 386, 1534)]",381.0,179.0,0.0,68199.0,0.0
B100655353,56.62698085106384,0.0,34.27460375248177,47,209.0,20,18,0.44680851063829785,0.09535008779631256,0.0,ca,27.999912128652443,173766,0.256311868525795,0.5041977611940298,0.84,1.8224,1120.999371319901,45.43583057523491,201.82922025899913,3.255840649692713,2.339133856346019e-30,10.962804448459273,3.200460866364757e-05,1,"[(18, 1397, 455, 1683)]",437.0,286.0,0.0,124982.0,0.0
B100655372,53.3436912,0.0,35.39813519732327,45,208.0,16,11,0.4444444444444444,0.053490633022011035,0.0,de,82.99987246190454,97936,0.17707399561220916,0.5060352831940576,0.8729411764705882,1.8309,712.3076363244805,41.90492337711676,203.534017696215,4.474705336173467,5.847834640865048e-31,8.3726346624279,0.0,1,"[(5, 1342, 545, 1700)]",540.0,358.0,0.0,193320.0,0.0
B100655518,65.09333768,1.670212,29.454559756189333,50,194.0,27,16,0.24,0.09459339332748025,0.0,en,40.999782731400465,172387,0.21007434218956023,0.5065298507462687,0.8820588235294118,1.8224,578.3233694084265,33.68381624597904,218.46535557506584,2.5037818261633014,1.1695669281730096e-30,10.650436628095045,0.0,1,"[(32, 1386, 458, 1664)]",426.0,278.0,0.0,118428.0,0.0
B100655629,59.18845583870967,0.0,29.445867953224386,62,209.0,32,14,0.4032258064516129,0.05304122020555434,0.0,ro,31.42857810046793,97023,0.2123530997925675,0.5065055762081785,0.8347058823529412,1.8292,1222.1624976746496,49.50900214376546,209.44640443909907,4.766182484146075,0.04965775839314599,12.517240966266918,0.03550498388793348,1,"[(7, 1295, 600, 1699)]",593.0,404.0,0.0,239572.0,0.0
B100655740,53.28377227272728,0.0,30.425793375072786,44,160.0,16,10,0.4772727272727273,0.04782551222736286,0.0,tl,41.999715534115154,86832,0.2180279984477341,0.49953183520599254,0.8758823529411764,1.8156,764.1257995833021,45.38815307855603,211.55673881912315,4.958648380700595,1.5431429243861782e-17,10.324984263147718,0.0,1,"[(22, 1415, 436, 1696)]",414.0,281.0,0.0,116334.0,0.0
B100655765,57.774343891304355,0.0,33.088065522749396,46,235.0,19,13,0.391304347826087,0.12483909873362206,0.0,de,135.99961820508014,227719,0.29602624033495933,0.5149114631873253,0.8055882352941176,1.8241,1169.3287015845242,51.16324542607799,204.29712296474975,5.0952365550134315,2.339133856346019e-30,10.219320753766914,0.0,1,"[(35, 1423, 444, 1693)]",409.0,270.0,0.0,110430.0,0.0
B100655801,61.63930720408164,0.0,31.49935641268937,49,242.0,11,10,0.3469387755102041,0.03695877979444566,0.0,de,50.999738985217405,67605,0.15027573784217668,0.5111524163568774,0.8955882352941177,1.8292,781.9891983992353,42.55703007266723,214.54159577957577,3.94859118740433,1.6460191193452567e-16,10.750845347398682,0.0,1,"[(7, 1416, 438, 1697)]",431.0,281.0,0.0,121111.0,0.0
B100655868,54.96959673333333,0.0,33.20565087066901,45,204.0,12,8,0.4666666666666667,0.034133896652583685,0.0,de,100.99962926612511,63018,0.2092556392920608,0.5133517495395948,0.9247058823529412,1.8462,602.2611490367943,36.654420771954754,217.84334362474272,3.110696565919185,1.1695669281730096e-30,10.174139706384617,0.0,1,"[(12, 1406, 452, 1694)]",440.0,288.0,0.0,126720.0,0.0
B100655973,47.157297,0.0,33.81784540766847,25,93.0,14,11,0.56,0.018795075239398086,1.0,zz,0.0,34348,0.2938136373470694,0.5223255813953488,0.9461764705882353,1.8275,786.8124257154346,38.16245939505914,213.25018440492477,1.9457362517099863,5.847834640865048e-31,9.9817599295258,0.0,0,[],0.0,0.0,0.0,0.0,0.0
B100657049,43.7290996,0.0,34.88666065888342,60,262.0,17,1,0.55,0.01854431436133432,1.0,zz,0.0,77773,0.22279576949197083,0.4588235294117647,0.863599513579246,4.1939,239.14744568030974,39.34174437562095,227.47859677150146,1.7723236128663058,0.06783375946002694,5.581687385154612,0.0,1,"[(15, 2050, 566, 2448)]",551.0,398.0,0.0,219298.0,0.0
B100657673,50.711934875,0.0,32.998612717939864,32,137.0,15,11,0.53125,0.06083964544721998,0.0,en,24.99988746021502,113253,0.22221145635475748,0.49360730593607305,0.9114705882352941,1.8615,1162.5807081577484,39.66725807633228,190.60312919688423,2.8075240397528876,1.1695669281730096e-30,11.504694170968667,0.0,1,"[(44, 1407, 453, 1665)]",409.0,258.0,0.0,105522.0,0.0
B100657696,38.75608262068966,0.0,34.9600606674912,29,135.0,11,10,0.6896551724137931,0.06241457106696748,1.0,nl,32.99984022266185,113426,0.2769738636406972,0.49812909260991584,0.9070588235294118,1.8173,799.2609565796372,39.742551748150106,212.24834534749354,4.401959500357673,1.1695669281730096e-30,10.145962398503265,0.0,1,"[(42, 1403, 452, 1661)]",410.0,258.0,0.0,105780.0,0.0
B100660769,42.27795135416667,0.0,35.513105810229405,48,166.0,5,2,0.625,0.05028300308339508,1.0,af,35.999919448824336,210369,0.25749851350761366,0.44676470588235295,0.8955709061357172,4.1837,343.4631768065604,55.312331991793286,197.8679303009298,8.526365418170519,0.39547943382294515,11.242133634385436,0.008053389233329189,1,"[(14, 1904, 636, 2447)]",622.0,543.0,0.0,337746.0,0.0
B100660785,48.56695672,0.0,36.07742724456396,50,203.0,13,8,0.54,0.05025165784075187,1.0,af,34.999921686357,210665,0.25239564252923286,0.45294117647058824,0.8937550689375506,4.1922,410.07591705059303,58.45417055538525,198.4854451123515,8.16617909450885,0.3954794338229798,11.075147684101172,0.0,1,"[(12, 1910, 639, 2453)]",627.0,543.0,0.0,340461.0,0.0
B100663562,62.51931574285714,0.0,35.98889090550987,35,201.0,13,9,0.4,0.03522920892494929,0.0,zz,0.0,147628,0.23674406427316216,0.46647058823529414,0.8870182555780933,4.1905,269.7512938394925,58.0432908944258,189.1528829495287,5.948656723541344,0.38882655569327557,8.411267896046757,0.0841062329107631,1,"[(27, 2003, 603, 2450)]",576.0,447.0,0.0,257472.0,0.0
B100663564,67.9009617352941,0.0,29.36847094037851,34,194.0,18,13,0.23529411764705882,0.02219316472021208,0.0,de,92.99957104371782,92925,0.16466519830462376,0.45588235294117646,0.8808363784003248,4.1871,273.7298965605483,60.49770434910032,186.42641446347113,6.780231663920135,0.41365543488985,7.624414509793265,0.4444867810252426,1,"[(26, 1867, 728, 2439)]",702.0,572.0,0.0,401544.0,0.0
B100663679,61.23802890789475,0.0,37.38324707035532,76,346.0,24,15,0.39473684210526316,0.047662315646719786,0.0,de,42.999896868325756,196812,0.20312341880559218,0.4602941176470588,0.8723754631535612,4.1293,421.6981488692716,59.94946850928075,185.55819654663017,8.61996803332284,0.4633131932829911,11.471094006878369,0.004845387742922153,1,"[(38, 2000, 684, 2415)]",646.0,415.0,0.0,268090.0,0.0
B100663690,58.21427077358491,0.0,32.59975235683705,53,282.0,18,8,0.4528301886792453,0.033532754010695186,0.0,zz,0.0,140462,0.17722801855163814,0.4423529411764706,0.9198457792207793,4.1888,298.4189611885751,62.405984307750884,175.28974789915966,8.57078709893048,0.4384843140864248,8.26321722169633,0.000932289962014143,1,"[(18, 2143, 677, 2449)]",659.0,306.0,0.0,201654.0,0.0
B100664146,66.47408468421052,0.0,31.711201526337447,57,219.0,21,4,0.2807017543859649,0.016352890662490845,0.0,de,145.71392252888768,64746,0.23463248792913996,0.44588235294117645,0.8383426363246028,3.9593,291.2660821572264,46.056438311704035,212.85626827974642,4.881539413532695,0.3706505546264125,10.941633071145512,0.0,1,"[(9, 1812, 739, 2322)]",730.0,510.0,0.0,372300.0,0.0
B100664506,64.85639389473683,0.0,34.111477954427734,19,106.0,8,6,0.3157894736842105,0.049410145709660014,0.0,de,34.999890474544564,91557,0.24024054115019228,0.4926605504587156,0.8220588235294117,1.853,575.323781927169,33.7516129580066,220.95789584457637,2.3623248785752833,1.1695669281730096e-30,8.990739739471525,0.0,1,"[(29, 1377, 526, 1699)]",497.0,322.0,0.0,160034.0,0.0
B100666977,76.93292133333333,0.0,28.106178092364424,81,418.0,9,2,0.18518518518518517,0.023622090391442117,0.0,de,495.9980482090568,99149,0.08809495845040287,0.44823529411764707,0.907249898744431,4.1973,426.7614342594346,62.802961333629625,198.3254720892002,9.182217139589737,0.32764567436292746,9.368822332677519,0.0,1,"[(13, 2009, 604, 2457)]",591.0,448.0,0.0,264768.0,0.0
B100671012,59.80356797142857,0.0,32.25438632424898,35,157.0,10,7,0.37142857142857144,0.023782451528097274,0.0,de,114.99970782204213,43422,0.15477468423300647,0.5232774674115456,0.9629411764705882,1.8258,884.1110417810045,41.1397426838376,213.2773825172527,4.131517690875233,2.339133856346019e-30,8.583749257431482,0.0,1,"[(28, 1557, 385, 1699)]",357.0,142.0,0.0,50694.0,0.0
B100671148,71.64514564864864,0.0,28.489092716836463,37,193.0,12,8,0.1891891891891892,0.027827969957787402,0.0,id,30.999752430680836,50761,0.2083530870612036,0.559645852749301,0.8738235294117647,1.8241,574.7027333993174,33.63045641192176,218.2895126363686,2.4364174113261337,5.847834640865048e-31,8.11546846352277,0.0,1,"[(10, 1250, 605, 1688)]",595.0,438.0,0.0,260610.0,0.0
B100671160,35.86269358333333,0.0,32.69379238773897,24,119.0,6,4,0.7083333333333334,0.017866345046872432,1.0,zz,0.0,32590,0.21479384818062305,0.5,0.85,1.8241,695.0962026367506,34.415305550456914,216.93002192862232,2.84310070719807,5.847834640865048e-31,9.630296778623283,0.0,1,"[(721, 1278, 1072, 1589)]",351.0,311.0,0.0,109161.0,0.0
