,number_of_labels,mean_label_width,mean_label_height,label_spread,areas,handwritten_flag
B100115709,0.3333333333333333,0.3656387665198238,0.26215993404781535,0.0,0.10424796433277196,0.0
B100121075,0.3333333333333333,0.5920704845814978,0.7625721352019785,0.0,0.4910247376619766,0.0
B100127165,0.3333333333333333,0.39823788546255506,0.3602638087386645,0.0,0.15603148372256156,0.0
B100128119,0.3333333333333333,0.6511013215859031,0.44187963726298435,0.0,0.3128971407446261,0.0
B100128447,0.3333333333333333,0.6511013215859031,0.4443528441879637,0.0,0.31464843071148035,0.0
B100128558,0.3333333333333333,0.6511013215859031,0.4402308326463314,0.0,0.31172961410005656,0.0
B100128559,0.3333333333333333,0.6502202643171806,0.4336356141797197,0.0,0.3066440007457004,0.0
B100128845,0.3333333333333333,0.6555066079295154,0.4427040395713108,0.0,0.31560188447331755,0.0
B100132615,0.3333333333333333,0.48370044052863437,0.32728771640560594,0.0,0.17216910335849547,0.0
B100134649,0.3333333333333333,0.3656387665198238,0.22341302555647155,0.0,0.08884024633390315,0.0
B100134724,0.3333333333333333,0.3709251101321586,0.2267106347897774,0.0,0.09145493726321643,0.0
B100134772,0.3333333333333333,0.3682819383259912,0.2267106347897774,0.0,0.09080323937297974,0.0
B100137541,0.3333333333333333,0.6352422907488987,0.28359439406430337,0.0,0.1959232939734139,0.0
B100138363,0.3333333333333333,0.6237885462555066,0.3503709810387469,0.0,0.23769199414814793,0.0
B100142197,0.3333333333333333,0.5400881057268723,0.4517724649629019,0.0,0.2653587419149965,0.0
B100142204,0.3333333333333333,0.5409691629955947,0.427040395713108,0.0,0.25124099077037804,0.0
B100143891,0.3333333333333333,0.36211453744493394,0.22423742786479803,0.0,0.08830861884283733,0.0
B100144040,0.3333333333333333,0.3638766519823789,0.23000824402308326,0.0,0.09102205187673194,0.0
B100151188,0.3333333333333333,0.38854625550660793,0.23660346248969497,0.0,0.09997993560434908,0.0
B100152667,0.3333333333333333,0.36211453744493394,0.21516900247320692,0.0,0.08473731440434024,0.0
B100152703,0.3333333333333333,0.3629955947136564,0.23000824402308326,0.0,0.09080165949930644,0.0
B100152707,0.3333333333333333,0.36475770925110135,0.2267106347897774,0.0,0.08993430885266415,0.0
B100152752,0.3333333333333333,0.36211453744493394,0.21846661170651277,0.0,0.08603597056379372,0.0
B100155286,0.3333333333333333,0.36740088105726876,0.2267106347897774,0.0,0.09058600674290085,0.0
B100155287,0.3333333333333333,0.36651982378854625,0.2225886232481451,0.0,0.08872570549258882,0.0
B100156394,0.3333333333333333,0.36740088105726876,0.21022258862324816,0.0,0.08399793352523532,0.0
B100156403,0.3333333333333333,0.36651982378854625,0.22506183017312448,0.0,0.08971154666472869,0.0
B100156425,0.3333333333333333,0.3629955947136564,0.21764220939818632,0.0,0.0859198498488061,0.0
B100156433,0.3333333333333333,0.36916299559471366,0.22176422093981862,0.0,0.08903457079571918,0.0
B100156464,0.3333333333333333,0.36651982378854625,0.22341302555647155,0.0,0.08905431921663544,0.0
B100156469,0.3333333333333333,0.3709251101321586,0.22093981863149217,0.0,0.0891269934056073,0.0
B100156493,0.3333333333333333,0.36475770925110135,0.22176422093981862,0.0,0.0879721057504242,0.0
B100156506,0.3333333333333333,0.3656387665198238,0.22506183017312448,0.0,0.08949589390832309,0.0
B100157339,0.3333333333333333,0.44493392070484583,0.25309150865622426,0.0,0.1224678574701167,0.0
B100158719,0.3333333333333333,0.520704845814978,0.31821929101401486,0.0,0.18020513079774142,0.0
B100161257,0.3333333333333333,0.4845814977973569,0.3528441879637263,0.0,0.18595113134753746,0.0
B100161292,0.3333333333333333,0.5286343612334802,0.45507007419620776,0.0,0.26162708029865933,0.0
B100161718,0.3333333333333333,0.5524229074889868,0.4006595218466612,0.0,0.2407111327378263,0.0
B100162524,0.3333333333333333,0.5189427312775331,0.4674361088211047,0.0,0.26380967577832476,0.0
B100162621,0.3333333333333333,0.696035242290749,0.36933223413025557,0.0,0.27957444522735964,0.0
B100165998,1.0,0.3195301027900147,0.1621324539708711,0.41987556971607964,0.17044941086510723,0.0
B100165999,0.3333333333333333,0.3585903083700441,0.3314097279472383,0.0,0.1292447255917417,0.0
B100166027,0.0,0.0,0.0,0.0,0.0,0.0
B100166054,0.6666666666666666,0.3634361233480176,0.15622423742786481,0.410453155283319,0.12538667408154044,0.0
B100166059,0.6666666666666666,0.3497797356828194,0.1871393239901072,0.1395410027593827,0.14318711075862375,0.0
B100166080,0.0,0.0,0.0,0.0,0.0,0.0
B100166118,0.3333333333333333,0.24845814977973568,0.1640560593569662,0.0,0.04432967539915509,0.0
B100167021,0.3333333333333333,0.36740088105726876,0.21681780708985984,0.0,0.08663316281230153,0.0
B100167063,0.0,0.0,0.0,0.0,0.0,0.0
B100168084,0.3333333333333333,0.333920704845815,0.15663643858202803,0.0,0.05688335160720549,0.0
B100168096,0.0,0.0,0.0,0.0,0.0,0.0
B100168182,0.0,0.0,0.0,0.0,0.0,0.0
B100168497,0.3333333333333333,0.520704845814978,0.25721352019785654,0.0,0.14565803318366666,0.0
B100172762,0.3333333333333333,0.4625550660792952,0.2069249793899423,0.0,0.10409392664962511,0.0
B100173278,0.3333333333333333,0.6167400881057269,0.3998351195383347,0.0,0.2681835560428588,0.0
B100181196,0.3333333333333333,0.4537444933920705,0.3083264633140973,0.0,0.1521497341072608,0.0
B100181197,0.3333333333333333,0.4713656387665198,0.2737015663643858,0.0,0.14030858092586918,0.0
B100185601,0.3333333333333333,0.3797356828193833,0.23495465787304204,0.0,0.09703189132996926,0.0
B100186945,0.3333333333333333,0.49779735682819387,0.33635614179719703,0.0,0.18209623958468282,0.0
B100190438,0.6666666666666666,0.43700440528634366,0.2444352844187964,0.19192868272723965,0.23508994220822105,0.0
B100190641,0.3333333333333333,0.3629955947136564,0.25556471558120364,0.0,0.10089073277700716,0.0
B100191852,0.3333333333333333,0.5312775330396476,0.38582028029678483,0.0,0.2229233350501294,0.0
B100192842,0.3333333333333333,0.41762114537444933,0.3075020610057708,0.0,0.13966241259348902,0.0
B100194197,0.3333333333333333,0.2872246696035242,0.17230008244023085,0.0,0.053821556428347996,0.0
B100194329,0.6666666666666666,0.4876651982378855,0.18961253091508656,0.1494690574292142,0.198775755890559,0.0
B100194338,0.3333333333333333,0.5779735682819384,0.36768342951360267,0.0,0.23111655991986882,0.0
B100194340,0.3333333333333333,0.5797356828193833,0.3602638087386645,0.0,0.2271431776315166,0.0
B100198514,0.0,0.0,0.0,0.0,0.0,0.0
B100198903,0.3333333333333333,0.6466960352422908,0.43940643033800497,0.0,0.30904066910809813,0.0
B100204291,0.3333333333333333,0.5480176211453744,0.26133553173948887,0.0,0.15575500582973387,0.0
B100204693,0.3333333333333333,0.5242290748898679,0.34872217642209397,0.0,0.19881525273239153,0.0
B100209206,0.3333333333333333,0.3841409691629956,0.20527617477328938,0.0,0.08575870273412939,0.0
B100209586,0.3333333333333333,0.41409691629955947,0.2588623248145095,0.0,0.11657887835288691,0.0
B100210626,0.3333333333333333,0.5409691629955947,0.34130255564715584,0.0,0.20079878412922103,0.0
B100210856,0.3333333333333333,0.2775330396475771,0.2201154163231657,0.0,0.0664376376464938,0.0
B100210931,0.3333333333333333,0.7348017621145375,0.5004122011541633,0.0,0.3998960443122968,0.0
B100212150,0.3333333333333333,0.5251101321585904,0.31244847485572963,0.0,0.1784340924099709,0.0
B100213394,0.3333333333333333,0.5894273127753304,0.31162407254740315,0.0,0.19976080712586222,0.0
B100213434,0.3333333333333333,0.5823788546255507,0.28359439406430337,0.0,0.1796189976649467,0.0
B100213515,0.3333333333333333,0.5524229074889868,0.30667765869744434,0.0,0.1842480275277189,0.0
B100214942,0.3333333333333333,0.5506607929515419,0.325638911788953,0.0,0.19501565654810243,0.0
B100217275,0.3333333333333333,0.4440528634361234,0.2951360263808739,0.0,0.1425298833105305,0.0
B100218488,0.3333333333333333,0.3929515418502203,0.20115416323165705,0.0,0.08596408631165853,0.0
B100218775,0.3333333333333333,0.32422907488986785,0.18301731244847486,0.0,0.06453467980700264,0.0
B100223586,0.3333333333333333,0.3638766519823789,0.23495465787304204,0.0,0.09297951535795199,0.0
B100223696,0.3333333333333333,0.36475770925110135,0.23165704863973618,0.0,0.09189651195490409,0.0
B100223706,0.3333333333333333,0.3656387665198238,0.23660346248969497,0.0,0.09408542692926274,0.0
B100223714,0.3333333333333333,0.37180616740088107,0.23495465787304204,0.0,0.09500570334396062,0.0
B100224957,0.3333333333333333,0.36651982378854625,0.23907666941467437,0.0,0.09529797997352132,0.0
B100224958,0.3333333333333333,0.3497797356828194,0.23990107172300082,0.0,0.09125903292772711,0.0
B100224987,0.3333333333333333,0.3656387665198238,0.2341302555647156,0.0,0.09310195556763282,0.0
B100227123,0.3333333333333333,0.29515418502202645,0.24567188788128608,0.0,0.07885939440282355,0.0
B100227138,0.3333333333333333,0.3629955947136564,0.24319868095630667,0.0,0.09600892312650681,0.0
B100227161,0.0,0.0,0.0,0.0,0.0,0.0
B100245311,0.3333333333333333,0.34889867841409694,0.35614179719703215,0.0,0.13513607451948143,0.0
B100246678,0.3333333333333333,0.3612334801762115,0.32728771640560594,0.0,0.12857801890160864,0.0
B100246965,0.3333333333333333,0.5303964757709251,0.45754328112118714,0.0,0.26392579649331244,0.0
B100249826,0.3333333333333333,0.3629955947136564,0.24402308326463315,0.0,0.09633437710320683,0.0
B100249923,0.3333333333333333,0.5198237885462555,0.29843363561417974,0.0,0.16871470957182264,0.0
B100250963,0.3333333333333333,0.20440528634361235,0.11871393239901072,0.0,0.026390209838821288,0.0
B100259054,0.0,0.0,0.0,0.0,0.0,0.0
B100259641,0.3333333333333333,0.6634361233480176,0.45589447650453424,0.0,0.32893680821281535,0.0
B100261992,0.3333333333333333,0.4167400881057269,0.1574608408903545,0.0,0.07136526363351987,0.0
B100265648,0.3333333333333333,0.3709251101321586,0.26133553173948887,0.0,0.10542260040887132,0.0
B100265949,0.6666666666666666,0.5273127753303964,0.24278647980214346,0.037358073603091034,0.27896066430528216,0.0
B100265954,0.3333333333333333,0.5330396475770925,0.3297609233305853,0.0,0.19116471446943104,0.0
B100268424,0.6666666666666666,0.5140969162995594,0.3734542456718879,0.28871879272318846,0.41783550987263063,0.0
B100268435,0.3333333333333333,0.5524229074889868,0.4295136026380874,0.0,0.25804629661812245,0.0
B100268458,0.0,0.0,0.0,0.0,0.0,0.0
B100268487,0.3333333333333333,0.7400881057268722,0.5144270403957131,0.0,0.4140532922987478,0.0
B100268503,0.3333333333333333,0.5814977973568283,0.35696619950535863,0.0,0.22574814917799174,0.0
B100268952,0.3333333333333333,0.3929515418502203,0.23907666941467437,0.0,0.10217043045238103,0.0
B100271999,0.3333333333333333,0.3726872246696035,0.4517724649629019,0.0,0.1831105184829421,0.0
B100272049,0.3333333333333333,0.2590308370044053,0.15251442704039572,0.0,0.04296466454542295,0.0
B100273314,0.0,0.0,0.0,0.0,0.0,0.0
B100274769,0.3333333333333333,0.7497797356828194,0.4905193734542457,0.0,0.39998056755381844,0.0
B100275960,0.3333333333333333,0.5488986784140969,0.6034624896949712,0.0,0.36023963523876634,0.0
B100276158,0.3333333333333333,0.40264317180616743,0.31244847485572963,0.0,0.13681942991838372,0.0
B100276317,0.3333333333333333,0.36211453744493394,0.2110469909315746,0.0,0.08311399420502337,0.0
B100277122,0.3333333333333333,0.42290748898678415,0.6397361912613355,0.0,0.2942356729155937,0.0
B100278180,0.3333333333333333,0.47400881057268723,0.25061830173124483,0.0,0.12919574950786936,0.0
B100279821,0.3333333333333333,0.3453744493392071,0.4740313272877164,0.0,0.17805176298103204,0.0
B100285904,0.3333333333333333,0.3612334801762115,0.2267106347897774,0.0,0.08906537833234855,0.0
B100292149,0.3333333333333333,0.35066079295154184,0.27617477328936524,0.0,0.1053222784306167,0.0
B100293006,0.3333333333333333,0.5762114537444935,0.30420445177246497,0.0,0.19063229704152856,0.0
B100293010,0.6666666666666666,0.5718061674008811,0.29596042868920036,0.2281857193640621,0.3680995067634392,0.0
B100293028,0.3333333333333333,0.5251101321585904,0.7477328936521023,0.0,0.4270177356618565,0.0
B100293085,0.3333333333333333,0.2740088105726872,0.18301731244847486,0.0,0.05453881907602669,0.0
B100296960,0.6666666666666666,0.5105726872246696,0.2860676009892828,0.21284550087591805,0.31787295287868783,0.0
B100296977,0.3333333333333333,0.5162995594713656,0.2901896125309151,0.0,0.1629418511695805,0.0
B100298158,0.3333333333333333,0.7594713656387666,0.5020610057708161,0.0,0.41468366189439493,0.0
B100298927,0.3333333333333333,0.7612334801762115,0.5078318219291014,0.0,0.4204233429494978,0.0
B100301758,0.0,0.0,0.0,0.0,0.0,0.0
B100302138,0.3333333333333333,0.4748898678414097,0.3305853256389118,0.0,0.17073615793681138,0.0
B100304431,0.0,0.0,0.0,0.0,0.0,0.0
B100304462,0.0,0.0,0.0,0.0,0.0,0.0
B100304810,0.3333333333333333,0.5453744493392071,0.34954657873042044,0.0,0.2073236623999545,0.0
B100306645,0.3333333333333333,0.6079295154185023,0.39818631492168177,0.0,0.26326224955052596,0.0
B100310874,0.3333333333333333,0.6035242290748899,0.38417147568013194,0.0,0.2521557376272193,0.0
B100310881,0.3333333333333333,0.6026431718061674,0.38334707337180546,0.0,0.25124731026507124,0.0
B100312664,0.3333333333333333,0.5612334801762114,0.34954657873042044,0.0,0.21335246033727145,0.0
B100313592,0.0,0.0,0.0,0.0,0.0,0.0
B100327000,0.3333333333333333,0.19911894273127753,0.036273701566364384,0.0,0.007855131903652984,0.0
B100334643,0.3333333333333333,0.5277533039647577,0.30420445177246497,0.0,0.17460052894170583,0.0
B100335228,0.3333333333333333,0.5259911894273128,0.3075020610057708,0.0,0.17590392472217922,0.0
B100336002,0.3333333333333333,0.3656387665198238,0.2794723825226711,0.0,0.11113226386418143,0.0
B100336010,0.3333333333333333,0.3585903083700441,0.1863149216817807,0.0,0.0726599701087901,0.0
B100336020,0.3333333333333333,0.36475770925110135,0.24154987633965375,0.0,0.09582091815938398,0.0
B100340843,0.3333333333333333,0.5312775330396476,0.4905193734542457,0.0,0.2834174879376645,0.0
B100341279,0.3333333333333333,0.5295154185022026,0.45507007419620776,0.0,0.26206312543249044,0.0
B100341307,0.3333333333333333,0.3259911894273128,0.169002473206925,0.0,0.05991670905994357,0.0
B100344778,0.3333333333333333,0.5242290748898679,0.41302555647155814,0.0,0.23547622132134316,0.0
B100344868,0.3333333333333333,0.5145374449339207,0.3528441879637263,0.0,0.19744629219447615,0.0
B100345381,0.3333333333333333,0.4757709251101322,0.30420445177246497,0.0,0.15740281407098689,0.0
B100345877,0.3333333333333333,0.5330396475770925,0.6496290189612531,0.0,0.37659448750477914,0.0
B100345910,0.3333333333333333,0.7480176211453745,0.6718878812860676,0.0,0.5465849450677924,0.0
B100347710,0.3333333333333333,0.33303964757709253,0.2926628194558945,0.0,0.10600162411013617,0.0
B100347711,0.3333333333333333,0.39383259911894275,0.2646331409727947,0.0,0.11334566688047625,0.0
B100347725,0.3333333333333333,0.3876651982378855,0.24154987633965375,0.0,0.1018386569809878,0.0
B100347778,0.3333333333333333,0.3629955947136564,0.38994229183841717,0.0,0.15393973097911093,0.0
B100347918,0.0,0.0,0.0,0.0,0.0,0.0
B100351642,0.3333333333333333,0.5224669603524229,0.3528441879637263,0.0,0.20048912888925402,0.0
B100360070,0.3333333333333333,0.413215859030837,0.21846661170651277,0.0,0.09817729974311255,0.0
B100366942,0.6666666666666666,0.36211453744493394,0.4035449299258038,0.267566320401267,0.3178460950262417,0.0
B100375135,0.3333333333333333,0.41409691629955947,0.23083264633140974,0.0,0.10395568770321126,0.0
B100375227,0.3333333333333333,0.41762114537444933,0.2877164056059357,0.0,0.13067609113975248,0.0
B100375249,0.3333333333333333,0.4828193832599119,0.3734542456718879,0.0,0.19609708007747703,0.0
B100380402,0.3333333333333333,0.3629955947136564,0.3305853256389118,0.0,0.13050704465670926,0.0
B100383695,0.3333333333333333,0.7127753303964758,0.37840065952184665,0.0,0.2933280354902822,0.0
B100383732,0.3333333333333333,0.5295154185022026,0.34954657873042044,0.0,0.20129486446263758,0.0
B100388148,0.3333333333333333,0.48810572687224674,0.30502885408079145,0.0,0.161921252776628,0.0
B100394209,0.3333333333333333,0.3365638766519824,0.4542456718878813,0.0,0.16626748525187926,0.0
B100396154,0.3333333333333333,0.3013215859030837,0.17394888705688377,0.0,0.05700342200637638,0.0
B100396162,0.0,0.0,0.0,0.0,0.0,0.0
B100398588,0.3333333333333333,0.3629955947136564,0.17147568013190437,0.0,0.0676944271536048,0.0
B100398615,0.3333333333333333,0.3585903083700441,0.17724649629018963,0.0,0.06912342289110564,0.0
B100416108,0.0,0.0,0.0,0.0,0.0,0.0
B100416174,0.0,0.0,0.0,0.0,0.0,0.0
B100418575,0.3333333333333333,0.35594713656387666,0.30502885408079145,0.0,0.11807975834252293,0.0
B100420761,0.3333333333333333,0.5348017621145374,0.35696619950535863,0.0,0.20761988871369846,0.0
B100421124,0.3333333333333333,0.4933920704845815,0.3215169002473207,0.0,0.17252220512447825,0.0
B100421436,0.0,0.0,0.0,0.0,0.0,0.0
B100421742,0.3333333333333333,0.5048458149779735,0.23495465787304204,0.0,0.12900063510921667,0.0
B100423461,0.3333333333333333,0.5312775330396476,0.4591920857378401,0.0,0.265316875262654,0.0
B100423666,0.3333333333333333,0.5303964757709251,0.3726298433635614,0.0,0.21494497299995893,0.0
B100423785,0.3333333333333333,0.45462555066079297,0.24649629018961253,0.0,0.12187461490579214,0.0
B100429582,0.3333333333333333,0.49779735682819387,0.32069249793899424,0.0,0.17361626764323926,0.0
B100430023,0.3333333333333333,0.3365638766519824,0.21929101401483925,0.0,0.08026706184573482,0.0
B100431635,0.6666666666666666,0.6176211453744493,0.27617477328936524,0.21294754303761534,0.3739466192283265,0.0
B100432165,0.3333333333333333,0.6185022026431718,0.42621599340478156,0.0,0.2866949358729276,0.0
B100442804,0.3333333333333333,0.36916299559471366,0.18549051937345426,0.0,0.0744712952752298,0.0
B100448366,0.3333333333333333,0.4237885462555066,0.24402308326463315,0.0,0.1124680470549575,0.0
B100457412,0.3333333333333333,0.3656387665198238,0.2448474855729596,0.0,0.09736366480136249,0.0
B100458182,0.3333333333333333,0.5268722466960353,0.4138499587798846,0.0,0.23713587861514596,0.0
B100458360,0.0,0.0,0.0,0.0,0.0,0.0
B100460005,0.3333333333333333,0.3814977973568282,0.3709810387469085,0.0,0.153919192621358,0.0
B100460007,0.3333333333333333,0.4,0.24154987633965375,0.0,0.10507897788492833,0.0
B100470301,0.3333333333333333,0.3638766519823789,0.2407254740313273,0.0,0.0952632227527087,0.0
B100470715,0.3333333333333333,0.8643171806167401,0.3215169002473207,0.0,0.30222193433413064,0.0
B100471098,0.3333333333333333,0.5859030837004405,0.4699093157460841,0.0,0.29942555793238773,0.0
B100471209,0.3333333333333333,0.47400881057268723,0.3528441879637263,0.0,0.1818940157545003,0.0
B100471240,0.3333333333333333,0.7427312775330397,0.4468260511129431,0.0,0.3609268802866523,0.0
B100472051,0.6666666666666666,0.5519823788546255,0.38417147568013194,0.2798889068117583,0.4632237006328974,0.0
B100472190,0.3333333333333333,0.5638766519823789,0.35614179719703215,0.0,0.2184017365971417,0.0
B100474608,0.3333333333333333,0.35594713656387666,0.23083264633140974,0.0,0.08935765496190926,0.0
B100479299,0.3333333333333333,0.601762114537445,0.34954657873042044,0.0,0.2287593883993036,0.0
B100480061,0.3333333333333333,0.48722466960352423,0.3075020610057708,0.0,0.16293948135907055,0.0
B100482923,0.3333333333333333,0.5462555066079295,0.4814509480626546,0.0,0.28602032981442804,0.0
B100484304,0.3333333333333333,0.8237885462555067,0.359439406430338,0.0,0.32202565082895973,0.0
B100484495,0.3333333333333333,0.745374449339207,0.36768342951360267,0.0,0.2980558074576357,0.0
B100490811,0.3333333333333333,0.6590308370044053,0.393239901071723,0.0,0.2818463035695666,0.0
B100493215,0.3333333333333333,0.3682819383259912,0.18301731244847486,0.0,0.07330297869382364,0.0
B100493235,0.3333333333333333,0.32158590308370044,0.1821929101401484,0.0,0.06372025492841593,0.0
B100505400,0.0,0.0,0.0,0.0,0.0,0.0
B100505707,0.0,0.0,0.0,0.0,0.0,0.0
B100505733,0.0,0.0,0.0,0.0,0.0,0.0
B100505778,0.0,0.0,0.0,0.0,0.0,0.0
B100508784,0.0,0.0,0.0,0.0,0.0,0.0
B100510427,0.3333333333333333,0.42026431718061674,0.3190436933223413,0.0,0.1458215501088533,0.0
B100511563,0.3333333333333333,0.41850220264317184,0.31986809563066776,0.0,0.1455853589946948,0.0
B100512592,0.3333333333333333,0.2889867841409692,0.22176422093981862,0.0,0.06969770697135058,0.0
B100514132,0.3333333333333333,0.5259911894273128,0.39241549876339654,0.0,0.22447793074465766,0.0
B100514664,0.3333333333333333,0.5259911894273128,0.32481450948062657,0.0,0.18580736284326707,0.0
B100515161,0.0,0.0,0.0,0.0,0.0,0.0
B100519928,0.3333333333333333,0.6044052863436123,0.3874690849134378,0.0,0.2546914348728676,0.0
B100521090,0.3333333333333333,0.32687224669603526,0.2448474855729596,0.0,0.08704077022001322,0.0
B100521310,0.0,0.0,0.0,0.0,0.0,0.0
B100521355,0.3333333333333333,0.3682819383259912,0.21681780708985984,0.0,0.08684091620034062,0.0
B100521544,0.3333333333333333,0.3841409691629956,0.23000824402308326,0.0,0.09609107655751847,0.0
B100521619,0.3333333333333333,0.3903083700440529,0.23742786479802144,0.0,0.10078330136722269,0.0
B100521730,0.3333333333333333,0.3947136563876652,0.24567188788128608,0.0,0.10545972744019388,0.0
B100522651,0.3333333333333333,0.347136563876652,0.13520197856553998,0.0,0.05104255863701139,0.0
B100527533,0.3333333333333333,0.3541850220264317,0.21516900247320692,0.0,0.08288175277504811,0.0
B100527928,0.6666666666666666,0.486784140969163,0.23454245671887883,0.15405970728179216,0.2568013561635612,0.0
B100529020,0.3333333333333333,0.6907488986784142,0.4023083264633141,0.0,0.30222351420780397,0.0
B100529503,0.3333333333333333,0.6,0.3874690849134378,0.0,0.2528350833067388,0.0
B100531231,0.3333333333333333,0.5127753303964758,0.23990107172300082,0.0,0.133785282528809,0.0
B100531390,0.3333333333333333,0.5145374449339207,0.22341302555647155,0.0,0.1250185635156613,0.0
B100531733,0.3333333333333333,0.3022026431718062,0.20939818631492169,0.0,0.06882087708266847,0.0
B100533850,0.3333333333333333,0.5303964757709251,0.5342126957955482,0.0,0.3081512002300296,0.0
B100534072,0.0,0.0,0.0,0.0,0.0,0.0
B100535376,0.3333333333333333,0.5462555066079295,0.4319868095630668,0.0,0.2566346794910279,0.0
B100540950,0.3333333333333333,0.6493392070484582,0.4649629018961253,0.0,0.32835146501685725,0.0
B100541399,0.3333333333333333,0.5418502202643172,0.4138499587798846,0.0,0.24387719957912166,0.0
B100543650,0.3333333333333333,0.4960352422907489,0.2720527617477329,0.0,0.1467623648813041,0.0
B100544021,0.3333333333333333,0.5480176211453744,0.4451772464962902,0.0,0.2653239846941839,0.0
B100544028,0.3333333333333333,0.5488986784140969,0.44187963726298435,0.0,0.263782027989042,0.0
B100544046,0.3333333333333333,0.5286343612334802,0.38994229183841717,0.0,0.22418407424142367,0.0
B100544181,0.3333333333333333,0.5515418502202644,0.4476504534212696,0.0,0.2685137496405788,0.0
B100544204,0.3333333333333333,0.5488986784140969,0.44929925803792253,0.0,0.2682112038321416,0.0
B100544469,0.3333333333333333,0.3700440528634361,0.27040395713107995,0.0,0.10882169861697859,0.0
B100545397,0.3333333333333333,0.36651982378854625,0.2588623248145095,0.0,0.10318470935064034,0.0
B100545449,0.3333333333333333,0.37180616740088107,0.23990107172300082,0.0,0.09700582341435979,0.0
B100548773,0.3333333333333333,0.5453744493392071,0.31327287716405605,0.0,0.18580894271694037,0.0
B100549289,0.3333333333333333,0.5092511013215859,0.2605111294311624,0.0,0.1442803833405481,0.0
B100549991,0.6666666666666666,0.5400881057268723,0.343363561417972,0.06683546124323662,0.4151007485441464,0.0
B100551586,0.6666666666666666,0.5748898678414097,0.36356141797197034,0.3459173721400176,0.4618555300318187,0.0
B100552064,0.3333333333333333,0.5436123348017622,0.3058532563891179,0.0,0.1808220714671655,0.0
B100553645,0.6666666666666666,0.4233480176211454,0.27164056059356967,0.22297311903544972,0.2501982741459993,0.0
B100554216,0.3333333333333333,0.3585903083700441,0.0832646331409728,0.0,0.03247193354419381,0.0
B100554221,0.0,0.0,0.0,0.0,0.0,0.0
B100556463,0.3333333333333333,0.42555066079295156,0.2868920032976092,0.0,0.1327757432515696,0.0
B100557847,0.3333333333333333,0.6511013215859031,0.4361088211046991,0.0,0.3088107974886328,0.0
B100558336,0.3333333333333333,0.3929515418502203,0.22341302555647155,0.0,0.09547650569860434,0.0
B100559453,0.3333333333333333,0.3638766519823789,0.23495465787304204,0.0,0.09297951535795199,0.0
B100561676,0.3333333333333333,0.7154185022026432,0.3033800494641385,0.0,0.2360457657805682,0.0
B100561678,0.3333333333333333,0.7162995594713657,0.3726298433635614,0.0,0.29028282898499436,0.0
B100566699,0.0,0.0,0.0,0.0,0.0,0.0
B100566950,0.3333333333333333,0.7171806167400882,0.38334707337180546,0.0,0.29899899204059643,0.0
B100572049,0.3333333333333333,0.5259911894273128,0.3083264633140973,0.0,0.1763755170136596,0.0
B100572131,0.3333333333333333,0.5268722466960353,0.3099752679307502,0.0,0.17761571784720095,0.0
B100573033,0.3333333333333333,0.7268722466960352,0.5309150865622424,0.0,0.4196934413124327,0.0
B100573166,0.0,0.0,0.0,0.0,0.0,0.0
B100573183,0.0,0.0,0.0,0.0,0.0,0.0
B100573225,0.3333333333333333,0.4854625550660793,0.2868920032976092,0.0,0.15146880855406802,0.0
B100573255,0.3333333333333333,0.6616740088105727,0.5251442704039572,0.0,0.3778955134747426,0.0
B100573674,0.3333333333333333,0.5515418502202644,0.22341302555647155,0.0,0.13400962459041776,0.0
B100573807,0.3333333333333333,0.5585903083700441,0.3511953833470734,0.0,0.21334930058992485,0.0
B100574296,0.3333333333333333,0.7374449339207049,0.41220115416323166,0.0,0.3305885661382516,0.0
B100575051,0.3333333333333333,0.6158590308370044,0.43446001648804616,0.0,0.2909914023274699,0.0
B100575634,0.3333333333333333,0.494273127753304,0.26875515251442705,0.0,0.14446838830767092,0.0
B100576432,0.3333333333333333,0.6651982378854626,0.46166529266281947,0.0,0.3339852945358489,0.0
B100588232,0.3333333333333333,0.494273127753304,0.2860676009892828,0.0,0.15377463418025095,0.0
B100588463,0.3333333333333333,0.5497797356828195,0.3816982687551525,0.0,0.22822223135038125,0.0
B100589183,0.3333333333333333,0.38237885462555066,0.18549051937345426,0.0,0.07713733209892537,0.0
B100593797,0.3333333333333333,0.6599118942731278,0.4229183841714757,0.0,0.3035229603040941,0.0
B100597122,0.3333333333333333,0.5488986784140969,0.2522671063478978,0.0,0.15059197866538593,0.0
B100599424,0.0,0.0,0.0,0.0,0.0,0.0
B100599426,0.0,0.0,0.0,0.0,0.0,0.0
B100600282,0.3333333333333333,0.5233480176211454,0.47073371805441055,0.0,0.26792603663411074,0.0
B100600403,0.3333333333333333,0.6449339207048459,0.5037098103874691,0.0,0.35330083006562796,0.0
B100605126,0.6666666666666666,0.34669603524229076,0.15622423742786481,0.1117476738317662,0.12056805937797214,0.0
B100605582,0.3333333333333333,0.5286343612334802,0.40807914262159933,0.0,0.23461124048521081,0.0
B100608183,0.6666666666666666,0.34449339207048457,0.2069249793899423,0.02962231210178961,0.16392295272070045,0.0
B100609259,0.3333333333333333,0.5030837004405286,0.2745259686727123,0.0,0.1502009599312439,0.0
B100609392,0.6666666666666666,0.4933920704845815,0.21187139323990106,0.1550823467060091,0.22848607025382253,0.0
B100610036,0.0,0.0,0.0,0.0,0.0,0.0
B100610074,0.3333333333333333,0.3876651982378855,0.15993404781533388,0.0,0.06742900837649023,0.0
